CustomerID,Recency,Frequency,Monetary,AverageOrderValue,ProductVariety,Country,CustomerLifespanYears,LTV,Segment
12346.0,326,2,0.0,0.0,1,United Kingdom,0.0,0.0,0
12747.0,2,11,4196.009999999999,40.73796116504854,42,United Kingdom,1.0027397260273974,449.3452921931108,3
12748.0,1,224,28405.560000000005,6.370387979367572,1769,United Kingdom,1.0191780821917809,1454.3333960129892,3
12749.0,4,8,3868.2000000000007,16.74545454545455,160,United Kingdom,0.5726027397260274,76.70794520547946,3
12820.0,3,4,942.34,15.97186440677966,55,United Kingdom,0.8849315068493151,56.536024146737866,3
12821.0,214,1,92.72,15.453333333333331,6,United Kingdom,0.0,0.0,0
12822.0,71,3,918.98,19.55276595744681,41,United Kingdom,0.0438356164383561,2.571322646458759,3
12823.0,75,5,1759.5,351.9,1,United Kingdom,0.6054794520547945,1065.3410958904108,3
12824.0,60,1,397.12,15.884799999999998,25,United Kingdom,0.0,0.0,3
12826.0,3,8,1468.12,15.618297872340428,58,United Kingdom,0.9917808219178084,123.91942640629556,3
12827.0,6,3,430.15,17.206,19,United Kingdom,0.1041095890410958,5.373928767123287,3
12828.0,3,6,1018.71,18.19125,46,United Kingdom,0.347945205479452,37.977349315068494,3
12829.0,322,3,253.05,21.0875,9,United Kingdom,0.1013698630136986,6.41291095890411,0
12830.0,38,7,6748.400000000001,173.03589743589745,14,United Kingdom,0.3671232876712328,444.6785528626625,3
12831.0,262,1,215.05,23.89444444444445,9,United Kingdom,0.0,0.0,0
12832.0,32,2,383.03,14.186296296296298,27,United Kingdom,0.1780821917808219,5.0526534753932015,3
12833.0,145,1,417.38,17.390833333333333,24,United Kingdom,0.0,0.0,0
12834.0,283,1,312.38,17.354444444444443,18,United Kingdom,0.0,0.0,0
12836.0,59,4,2610.36,15.00206896551724,148,United Kingdom,0.6904109589041096,41.43037128011336,3
12837.0,173,1,134.1,11.175,12,United Kingdom,0.0,0.0,0
12838.0,34,2,671.95,5.599583333333333,115,United Kingdom,0.9315068493150684,10.432100456621004,3
12839.0,3,16,5583.62,17.669683544303798,96,United Kingdom,0.9972602739726028,281.9403752384256,3
12840.0,144,6,2714.2700000000004,23.39887931034483,67,United Kingdom,0.2246575342465753,31.540407179971663,0
12841.0,5,26,3845.63,8.88136258660508,230,United Kingdom,1.0054794520547945,232.18071726407035,3
12842.0,70,2,1118.99,32.9114705882353,34,United Kingdom,0.6520547945205479,42.92016438356165,3
12843.0,66,9,1680.7600000000002,15.562592592592594,69,United Kingdom,0.5424657534246575,75.97956164383561,3
12844.0,29,2,325.96,6.268461538461538,47,United Kingdom,0.2767123287671232,3.469121180189673,3
12845.0,267,4,354.09,13.114444444444445,26,United Kingdom,0.0602739726027397,3.161838660578386,0
12847.0,22,1,843.6399999999999,10.043333333333331,72,United Kingdom,0.0,0.0,3
12849.0,31,2,1010.29,21.047708333333336,47,United Kingdom,0.6493150684931507,27.33318835616439,3
12851.0,97,1,131.80999999999997,2.8044680851063823,43,United Kingdom,0.0,0.0,3
12852.0,290,2,299.75000000000006,14.987500000000002,17,United Kingdom,0.010958904109589,0.3284931506849315,0
12853.0,108,9,1881.7,22.401190476190475,66,United Kingdom,0.5698630136986301,114.8904892367906,3
12854.0,79,5,1280.9,11.235964912280702,97,United Kingdom,0.6575342465753424,36.94015861571737,3
12855.0,373,1,38.1,12.7,3,United Kingdom,0.0,0.0,0
12856.0,8,8,2153.53,6.858375796178343,155,United Kingdom,0.1506849315068493,8.267631096762933,3
12857.0,211,2,1106.4,24.05217391304348,37,United Kingdom,0.2493150684931507,11.993138773079217,0
12863.0,52,2,504.2000000000001,84.03333333333335,5,United Kingdom,0.4,67.22666666666667,3
12864.0,138,1,147.12,49.04,3,United Kingdom,0.0,0.0,0
12867.0,26,10,3958.74,7.237184643510054,241,United Kingdom,0.915068493150685,66.22519646390022,3
12868.0,186,6,1607.0600000000002,15.0192523364486,72,United Kingdom,0.5123287671232877,46.16877019587761,0
12870.0,366,1,-14.9,-7.449999999999999,2,United Kingdom,0.0,-0.0,0
12871.0,84,2,380.64,34.60363636363637,8,United Kingdom,0.336986301369863,23.321902864259037,3
12872.0,327,2,599.9700000000001,9.090454545454548,58,United Kingdom,0.1041095890410958,1.8928069738480704,0
12873.0,282,1,374.0,93.5,4,United Kingdom,0.0,0.0,0
12875.0,143,2,343.2300000000001,171.61500000000004,1,United Kingdom,0.6,205.93800000000005,3
12877.0,4,12,1535.7700000000002,9.972532467532467,100,United Kingdom,0.96986301369863,116.06388471802173,3
12878.0,18,3,841.64,17.176326530612243,38,United Kingdom,0.6794520547945205,35.01147106513838,3
12879.0,45,4,552.57,46.04750000000001,7,United Kingdom,0.1287671232876712,23.717616438356167,3
12881.0,276,1,298.0,42.57142857142857,7,United Kingdom,0.0,0.0,0
12882.0,9,2,1463.0399999999995,112.54153846153844,12,United Kingdom,0.0657534246575342,14.79998314014752,3
12883.0,25,4,703.47,16.749285714285715,39,United Kingdom,0.1753424657534246,11.747444227005872,3
12884.0,88,1,309.05000000000007,44.15000000000001,7,United Kingdom,0.0,0.0,3
12885.0,63,4,1158.27,16.087083333333332,66,United Kingdom,0.1643835616438356,10.57780821917808,3
12886.0,68,3,1351.09,15.7103488372093,75,United Kingdom,0.4136986301369863,19.49804937878305,3
12888.0,214,4,313.77,44.82428571428572,4,United Kingdom,0.1123287671232876,20.14022700587084,0
12890.0,24,1,376.72,4.768607594936708,78,United Kingdom,0.0,0.0,3
12891.0,186,3,331.0,110.33333333333331,2,United Kingdom,0.2931506849315068,97.03287671232876,0
12893.0,31,1,176.54999999999998,5.69516129032258,27,United Kingdom,0.0,0.0,3
12895.0,42,3,347.3,14.470833333333331,22,United Kingdom,0.1205479452054794,5.233287671232877,3
12897.0,205,2,216.5,54.125,3,United Kingdom,0.2657534246575342,28.76780821917809,0
12901.0,9,36,16293.1,130.3448,32,United Kingdom,0.7150684931506849,3355.396550136986,3
12902.0,265,1,138.67999999999998,13.868,10,United Kingdom,0.0,0.0,0
12904.0,18,2,496.06,6.986760563380281,59,United Kingdom,0.421917808219178,5.895677406907196,3
12906.0,12,5,2919.81,46.34619047619047,55,United Kingdom,0.1808219178082191,41.90203522504893,3
12908.0,59,4,246.0,61.5,2,United Kingdom,0.6931506849315069,170.5150684931507,3
12909.0,40,8,2128.83,22.1753125,78,United Kingdom,0.5835616438356165,103.52529452054796,3
12910.0,23,8,3075.0400000000004,41.00053333333334,48,United Kingdom,0.5972602739726027,195.903918173516,3
12912.0,3,5,1662.3,69.2625,17,United Kingdom,0.1013698630136986,35.105650684931504,3
12913.0,5,5,2483.63,49.6726,37,United Kingdom,0.9945205479452056,247.00210684931503,3
12915.0,149,2,363.65,16.529545454545453,19,United Kingdom,0.6109589041095891,20.197745952677455,0
12916.0,139,5,2921.15,27.820476190476185,53,United Kingdom,0.4958904109589041,68.97953685583822,0
12917.0,128,1,594.0,297.0,2,United Kingdom,0.0,0.0,0
12919.0,8,8,1301.44,25.02769230769231,34,United Kingdom,0.4410958904109589,88.31689778714437,3
12920.0,17,1,162.77999999999997,6.028888888888888,27,United Kingdom,0.0,0.0,3
12921.0,4,50,16389.74,22.118407557354928,233,United Kingdom,1.010958904109589,1118.0400532416393,3
12922.0,161,1,405.38,14.477857142857143,28,United Kingdom,0.0,0.0,0
12923.0,64,1,172.81999999999996,6.172142857142856,28,United Kingdom,0.0,0.0,3
12924.0,88,5,929.9500000000002,29.9983870967742,22,United Kingdom,0.6547945205479452,98.21389748121965,3
12925.0,5,2,694.05,15.423333333333332,42,United Kingdom,0.1917808219178082,5.91579908675799,3
12928.0,35,5,2062.7,24.55595238095238,59,United Kingdom,0.8849315068493151,108.65167971298108,3
12929.0,122,2,105.1,11.677777777777775,8,United Kingdom,0.5178082191780822,12.093698630136986,0
12930.0,78,4,409.9,15.18148148148148,20,United Kingdom,0.2547945205479452,15.472633181126332,3
12931.0,22,20,33462.81,328.06676470588235,29,United Kingdom,0.9205479452054794,6040.023722804191,2
12933.0,24,4,606.28,5.666168224299065,103,United Kingdom,0.7095890410958904,16.08260350787351,3
12935.0,2,8,2156.45,16.588076923076922,80,United Kingdom,0.8684931506849315,115.25304952581664,3
12936.0,17,5,1012.9,16.07777777777778,56,United Kingdom,0.1671232876712328,13.434855403348555,3
12937.0,15,4,1504.2700000000002,12.535583333333337,81,United Kingdom,0.6904109589041096,34.61881643835617,3
12938.0,26,1,114.14,12.68222222222222,9,United Kingdom,0.0,0.0,3
12939.0,64,8,11581.8,246.4212765957447,21,United Kingdom,0.7397260273972602,1458.2738560186535,3
12940.0,46,4,862.4399999999999,8.6244,88,United Kingdom,0.1123287671232876,3.875072876712328,3
12942.0,131,3,675.6,9.651428571428571,68,United Kingdom,0.6410958904109589,18.562473581213307,0
12943.0,301,1,-3.75,-3.75,1,United Kingdom,0.0,-0.0,0
12944.0,36,2,604.5099999999999,20.15033333333333,29,United Kingdom,0.873972602739726,35.221678538812775,3
12945.0,288,1,462.9500000000001,20.12826086956522,23,United Kingdom,0.0,0.0,0
12947.0,144,11,1407.2900000000002,13.663009708737864,83,United Kingdom,0.6273972602739726,94.29348344194707,3
12948.0,16,8,2053.7,17.40423728813559,82,United Kingdom,0.6794520547945205,94.60275830044112,3
12949.0,31,10,4143.02,18.917899543378997,166,United Kingdom,0.6054794520547945,114.5439944955276,3
12950.0,2,3,1843.0,80.1304347826087,13,United Kingdom,0.0575342465753424,13.830732578916024,3
12951.0,9,8,1042.07,16.031846153846153,54,United Kingdom,0.8821917808219178,113.1453032665964,3
12952.0,6,5,1382.84,17.285500000000003,64,United Kingdom,0.1972602739726027,17.048712328767124,3
12953.0,10,1,329.85,19.40294117647059,17,United Kingdom,0.0,0.0,3
12955.0,1,14,4734.26,25.87027322404372,81,United Kingdom,0.7287671232876712,263.9476643461337,3
12956.0,306,1,108.07,5.687894736842105,19,United Kingdom,0.0,0.0,0
12957.0,4,12,3979.04,16.307540983606557,208,United Kingdom,0.9178082191780822,179.6063417920503,3
12962.0,7,2,266.39,16.649375,15,United Kingdom,0.2904109589041095,9.670321917808218,3
12963.0,8,9,1841.03,19.177395833333332,76,United Kingdom,0.978082191780822,168.81362414383565,3
12965.0,89,1,769.8100000000001,7.1278703703703705,108,United Kingdom,0.0,0.0,3
12966.0,10,1,160.18,16.018,10,United Kingdom,0.0,0.0,3
12967.0,3,4,1194.75,36.20454545454545,21,United Kingdom,1.008219178082192,146.0084682440847,3
12968.0,112,1,135.95,27.19,5,United Kingdom,0.0,0.0,0
12970.0,7,4,405.47,3.1431782945736435,116,United Kingdom,0.863013698630137,10.850423701815863,3
12971.0,4,89,10930.259999999998,35.48785714285714,95,United Kingdom,1.008219178082192,3184.3788962818003,3
12974.0,198,1,144.8,18.1,8,United Kingdom,0.0,0.0,0
12976.0,212,1,738.6,33.57272727272727,22,United Kingdom,0.0,0.0,0
12977.0,156,1,39.24,4.36,9,United Kingdom,0.0,0.0,0
12980.0,156,12,7092.060000000001,295.50250000000005,6,United Kingdom,0.5561643835616439,1972.1755890410964,3
12981.0,30,2,372.2199999999999,18.611,12,United Kingdom,0.2821917808219178,10.503742465753422,3
12982.0,240,2,377.2000000000001,11.094117647058823,28,United Kingdom,0.0054794520547945,0.1215793714746172,0
12984.0,19,1,97.5,24.375,4,United Kingdom,0.0,0.0,3
12985.0,1,3,1215.62,15.584871794871797,73,United Kingdom,0.073972602739726,3.4585605900948373,3
12987.0,74,3,545.0,18.166666666666668,27,United Kingdom,0.3397260273972602,18.51506849315069,3
12988.0,292,1,505.8200000000001,6.09421686746988,75,United Kingdom,0.0,0.0,0
12989.0,3,19,6854.51,100.80161764705883,41,United Kingdom,0.989041095890411,1894.241905318292,3
12990.0,31,3,409.5000000000001,31.500000000000007,8,United Kingdom,0.7616438356164383,71.97534246575344,3
12991.0,23,2,503.7600000000001,16.250322580645165,31,United Kingdom,0.2438356164383561,7.924814847547505,3
12993.0,23,4,414.75999999999993,15.361481481481478,26,United Kingdom,0.7534246575342466,46.29487569761542,3
12994.0,4,5,902.22,12.35917808219178,52,United Kingdom,0.7232876712328767,44.69620566710452,3
12995.0,78,2,200.72,40.144,3,United Kingdom,0.0191780821917808,1.539769863013699,3
12997.0,22,7,1197.94,17.879701492537315,45,United Kingdom,0.8054794520547945,100.81212512778572,3
12999.0,196,3,455.88,16.28142857142857,25,United Kingdom,0.1342465753424657,6.557178082191781,0
13000.0,107,3,534.8500000000001,17.253225806451617,30,United Kingdom,0.7068493150684931,36.58629253203713,3
13001.0,4,15,9765.07,28.720794117647056,166,United Kingdom,0.8821917808219178,380.0587276390008,3
13002.0,318,1,120.95,17.27857142857143,7,United Kingdom,0.0,0.0,0
13003.0,106,3,149.05,24.84166666666667,4,United Kingdom,0.2986301369863013,22.25541095890411,3
13004.0,12,22,5613.43,13.72476772616137,277,United Kingdom,0.947945205479452,286.2272107713434,3
13005.0,174,3,468.9500000000001,16.170689655172417,21,United Kingdom,0.1972602739726027,9.569504015115731,0
13006.0,56,1,81.57,20.3925,4,United Kingdom,0.0,0.0,3
13008.0,323,2,178.47,11.898,15,United Kingdom,0.1013698630136986,2.4121972602739725,0
13011.0,372,1,50.55,16.85,3,United Kingdom,0.0,0.0,0
13012.0,9,11,1296.62,12.232264150943395,68,United Kingdom,0.7808219178082192,105.06341948823986,3
13013.0,1,15,4786.99,21.563018018018017,155,United Kingdom,1.0136986301369864,327.8760273972603,3
13014.0,3,16,3365.4300000000003,27.14056451612904,67,United Kingdom,0.7616438356164383,330.74309854175874,3
13015.0,53,5,3339.6400000000003,19.083657142857145,156,United Kingdom,0.5342465753424658,50.97689236790608,3
13016.0,73,3,789.8899999999999,16.806170212765956,39,United Kingdom,0.1342465753424657,6.768512387059166,3
13017.0,7,1,204.0,204.0,1,United Kingdom,0.0,0.0,3
13018.0,16,29,7272.75,15.844771241830063,313,United Kingdom,0.7643835616438356,351.23299758259463,3
13021.0,4,12,2584.4,19.286567164179104,103,United Kingdom,0.989041095890411,228.9024902882846,3
13023.0,64,2,689.9000000000001,17.247500000000002,36,United Kingdom,0.1780821917808219,6.142945205479452,3
13026.0,1,8,936.15,21.770930232558143,34,United Kingdom,0.7506849315068493,130.74487416374643,3
13027.0,114,6,6912.0,265.84615384615387,6,United Kingdom,0.6575342465753424,1048.8177028451005,3
13028.0,23,3,659.6800000000001,14.035744680851066,40,United Kingdom,0.0602739726027397,2.537970271058001,3
13029.0,31,3,1247.5,124.75,8,United Kingdom,0.8821917808219178,330.16027397260274,3
13030.0,11,2,752.4399999999999,8.178695652173912,76,United Kingdom,0.9753424657534246,15.954058368076234,3
13032.0,39,3,996.5200000000002,13.286933333333335,55,United Kingdom,0.1315068493150684,5.241968219178082,3
13033.0,357,1,190.55,17.32272727272727,11,United Kingdom,0.0,0.0,0
13034.0,55,2,642.7700000000001,17.372162162162166,37,United Kingdom,0.8602739726027397,29.889637911884492,3
13035.0,58,3,886.6299999999999,29.55433333333333,23,United Kingdom,0.5561643835616439,49.31120273972602,3
13037.0,138,3,881.07,18.355625,44,United Kingdom,0.3232876712328767,17.802441780821916,0
13038.0,80,3,908.46,32.445,24,United Kingdom,0.5753424657534246,56.00095890410959,3
13040.0,9,2,676.99,15.743953488372092,38,United Kingdom,0.0657534246575342,2.070437719018796,3
13043.0,254,2,471.5700000000001,33.68357142857143,13,United Kingdom,0.0520547945205479,3.506782778864971,0
13044.0,291,1,560.47,16.983939393939394,33,United Kingdom,0.0,0.0,0
13045.0,99,1,305.28,16.959999999999997,18,United Kingdom,0.0,0.0,3
13046.0,31,2,629.31,17.980285714285714,33,United Kingdom,0.6438356164383562,23.152696673189823,3
13047.0,32,18,3079.1,15.70969387755102,106,United Kingdom,0.936986301369863,264.95582331562764,3
13048.0,14,5,1789.41,13.157426470588234,77,United Kingdom,0.8547945205479452,56.23448025785657,3
13049.0,64,2,656.6800000000002,46.905714285714296,14,United Kingdom,0.6931506849315069,65.02545596868886,3
13050.0,9,28,5684.61,13.47063981042654,246,United Kingdom,0.978082191780822,368.9110014932156,3
13052.0,212,1,348.15000000000003,19.34166666666667,18,United Kingdom,0.0,0.0,0
13055.0,64,4,1201.96,15.40974358974359,74,United Kingdom,0.4082191780821917,25.162211450649806,3
13058.0,25,3,271.4,33.925,5,United Kingdom,0.347945205479452,35.41212328767123,3
13059.0,250,1,183.4,22.925,8,United Kingdom,0.0,0.0,0
13060.0,254,1,307.53000000000003,20.502,15,United Kingdom,0.0,0.0,0
13061.0,72,1,248.61,24.861,10,United Kingdom,0.0,0.0,3
13062.0,191,1,346.98,31.543636363636367,11,United Kingdom,0.0,0.0,0
13064.0,13,4,1105.59,16.258676470588238,51,United Kingdom,0.8602739726027397,55.94766478646254,3
13065.0,373,1,205.86,14.704285714285714,14,United Kingdom,0.0,0.0,0
13066.0,24,3,430.9,8.793877551020408,48,United Kingdom,0.0191780821917808,0.505949119373777,3
13067.0,82,1,115.46,7.697333333333334,14,United Kingdom,0.0,0.0,3
13068.0,10,2,344.0,172.0,1,United Kingdom,0.8465753424657534,291.2219178082192,3
13069.0,1,27,3713.14,7.917142857142857,285,United Kingdom,1.008219178082192,215.51981213307243,3
