customer_id,pred_clv,pred_purchases,pred_avg_value,optimal_spend
12747.0,3002.550863219639,4.932487917074197,630.2116775043718,5.650785515548252e-15
12748.0,9003.45114758884,38.866398993196896,239.82630197609924,6.487080749033199e-14
12823.0,-2672.128159896265,2.6224919527666253,-1054.885257083458,0.0
12826.0,4837.005537563376,2.618257576005476,1912.6095452030588,4.6911346733268264e-14
12829.0,-126.10840060120734,1.0400611527274892,-125.52991809296756,0.0
12836.0,-637.3995960850863,1.338416120657855,-493.0406510313052,0.0
12839.0,3153.961085105778,3.3887740705292884,963.5534666724152,1.134909894768218e-14
12840.0,-9136.330924043856,4.761719439722839,-1986.415619773236,4.274853108344295e-20
12841.0,1824.8327016550904,9.568851793805328,197.4355391699341,0.0
12843.0,4114.258573173335,7.6616849515150784,555.9418860366357,3.1781248866477725e-14
12845.0,3162.4890319332526,3.929016733270099,833.3112647453514,1.2466036734944957e-14
12853.0,-349.8978843689801,1.3077910857598831,-276.99061014036624,0.0
12854.0,-316.0971369359131,1.285726534749487,-254.52711704781615,0.0
12857.0,-251.85124346545817,1.412858311404342,-184.5472558569929,0.0
12867.0,4966.220188144384,3.4966902204863595,1470.3844976093942,1.2746838896659356e-14
12868.0,2354.2785352506394,4.0745908606841486,598.1855797493878,2.3913065994711543e-21
12872.0,-131.73631225117742,1.0169295620439132,-134.11480812752953,1.6375799149802056e-20
12877.0,1079.9924349088974,6.007983458720034,186.10330602675043,6.52488144235349e-16
12878.0,-573.4684039042581,1.8171306639894915,-326.7273127296079,0.0
12888.0,-94.95003202559604,1.99122566674512,-49.36700009078253,6.420482096665006e-21
12891.0,-1151.7390267218852,2.691589714295405,-443.0036722518785,0.0
12897.0,-73.0570636226168,1.4216440140917472,-53.2026732986136,5.750774959891307e-17
12901.0,16190.835002923588,17.013798524196147,985.212842905166,7.971532097360635e-14
12908.0,-336.10128743388213,1.3306262030772138,-261.5027183232566,0.0
12909.0,-740.3431176888483,2.026526910683456,-378.2185030637565,6.084741858592114e-22
12910.0,-559.9267118726518,2.267747988013078,-255.62215939894776,0.0
12913.0,-1191.470205844655,1.7936583538891129,-687.7103576299546,1.7877746924142852e-20
12916.0,-4857.175665812693,2.272463544154489,-2212.8347804381983,0.0
12921.0,6270.705913991485,7.16719602801854,905.7936124701988,4.7858995732089977e-14
12924.0,-1932.883686313893,2.1873131068046905,-914.8646951678058,0.0
12928.0,-236.86057631201555,1.044814507739664,-234.7014055303676,3.5725168352967363e-22
12931.0,9516.852572098118,3.545073159319157,2779.2668197445414,3.3712671568224204e-14
12933.0,-231.0437649410172,1.6008260122056206,-149.42120121240745,5.9025030017396705e-21
12935.0,-324.8865146844354,1.2785362368013695,-263.0757073359318,0.0
12937.0,-222.33135659754728,1.802801579795604,-127.67765309104333,0.0
12939.0,-16516.540233409283,2.1083134617705643,-8110.469603308363,0.0
12942.0,-82.01405958329119,1.0169296802225671,-83.49481170809335,7.31989263004078e-21
12947.0,2546.889898615608,3.30143956885056,798.6728511009577,9.510349529400292e-22
12948.0,-2513.003259040721,3.300283902607022,-788.3223759217856,0.0
12949.0,-856.2682359532954,2.044651082914429,-433.56351647895934,0.0
12951.0,1635.6330478108034,4.049341893177178,418.1802649170574,0.0
12955.0,6688.349201387464,4.641617825288559,1491.8036436397338,3.5830245529140055e-14
12957.0,10726.002964642004,2.9606625071954373,3750.689492747804,2.922920722649873e-14
12967.0,-169.44262719172653,0.9904942902930908,-177.105807835491,0.0
