customer_id,pred_clv,pred_purchases,pred_avg_value
12346.0,,0.2630731603319586,
12747.0,3002.550863219639,4.932487917074197,630.2116775043718
12748.0,9003.45114758884,38.866398993196896,239.82630197609924
12749.0,,0.667726475514972,
12820.0,,0.2616573683393573,
12821.0,,0.658680336893055,
12823.0,-2672.1281598962655,2.6224919527666253,-1054.8852570834579
12826.0,4837.005537563376,2.618257576005476,1912.6095452030588
12829.0,-126.10840060120734,1.0400611527274892,-125.52991809296756
12830.0,,,
12831.0,,0.3991304875248568,
12834.0,,0.34284096681579984,
12836.0,-637.3995960850863,1.3384161206578553,-493.0406510313052
12837.0,,,
12838.0,,0.20883439962277253,
12839.0,3153.961085105778,3.3887740705292884,963.5534666724151
12840.0,-9136.330924043856,4.761719439722839,-1986.4156197732361
12841.0,1824.8327016550902,9.568851793805328,197.4355391699341
12842.0,,0.2897232552584196,
12843.0,4114.258573173335,7.6616849515150784,555.9418860366357
12845.0,3162.4890319332526,3.929016733270099,833.3112647453514
12849.0,,0.38039393526625837,
12852.0,,0.3160936813540682,
12853.0,-349.8978843689801,1.3077910857598833,-276.99061014036624
12854.0,-316.0971369359131,1.285726534749487,-254.52711704781618
12855.0,,0.2097352723773862,
12857.0,-251.85124346545817,1.412858311404342,-184.5472558569929
12867.0,4966.220188144384,3.4966902204863595,1470.3844976093942
12868.0,2354.2785352506394,4.0745908606841486,598.1855797493878
12871.0,,0.7276898563676983,
12872.0,-131.73631225117742,1.0169295620439132,-134.11480812752953
12873.0,,0.34284096681579984,
12875.0,,0.2191907537788529,
12877.0,1079.9924349088974,6.007983458720034,186.10330602675043
12878.0,-573.4684039042581,1.8171306639894915,-326.7273127296079
12881.0,,0.36064250815622717,
12886.0,,0.6168930185544896,
12888.0,-94.95003202559603,1.9912256667451202,-49.36700009078253
12891.0,-1151.7390267218852,2.691589714295405,-443.0036722518785
12897.0,-73.0570636226168,1.4216440140917472,-53.202673298613604
12901.0,16190.835002923588,17.013798524196147,985.212842905166
12902.0,,0.3926831982080715,
12904.0,,,
12908.0,-336.10128743388213,1.3306262030772138,-261.5027183232566
12909.0,-740.3431176888483,2.026526910683456,-378.21850306375654
12910.0,-559.9267118726518,2.267747988013078,-255.62215939894776
12913.0,-1191.470205844655,1.7936583538891129,-687.7103576299546
12915.0,,0.2097352723773862,
12916.0,-4857.175665812693,2.272463544154489,-2212.8347804381983
12919.0,,,
12921.0,6270.705913991485,7.16719602801854,905.7936124701989
12924.0,-1932.8836863138931,2.1873131068046905,-914.8646951678058
12928.0,-236.86057631201555,1.044814507739664,-234.70140553036757
12929.0,,0.28463483927335304,
12930.0,,,
12931.0,9516.852572098118,3.545073159319157,2779.2668197445414
12933.0,-231.04376494101717,1.6008260122056206,-149.42120121240745
12935.0,-324.8865146844354,1.2785362368013695,-263.0757073359318
12937.0,-222.33135659754728,1.8028015797956036,-127.67765309104333
12939.0,-16516.540233409283,2.1083134617705643,-8110.469603308363
12942.0,-82.01405958329119,1.0169296802225671,-83.49481170809335
12944.0,,0.22739195079280897,
12945.0,,0.3289244650293475,
12947.0,2546.8898986156078,3.30143956885056,798.6728511009577
12948.0,-2513.003259040721,3.300283902607022,-788.3223759217856
12949.0,-856.2682359532954,2.0446510829144295,-433.56351647895934
12951.0,1635.6330478108034,4.049341893177178,418.1802649170574
12955.0,6688.349201387464,4.6416178252885585,1491.8036436397338
12956.0,,0.2932178245801149,
12957.0,10726.002964642003,2.9606625071954373,3750.6894927478043
12963.0,,0.21626578495830376,
12967.0,-169.44262719172653,0.9904942902930908,-177.105807835491
12970.0,,0.2674139810258576,
12971.0,4208.203546982471,28.93973661463039,150.54428279454547
12974.0,,0.8557739942912029,
12976.0,,0.6865852293396938,
12980.0,7538.52965098423,6.007983458720036,1299.0325166001694
12982.0,,0.4775347816800999,
12987.0,,0.8557739942912029,
12988.0,,0.3202579201898546,
12989.0,5452.01849355044,4.238438573611358,1331.7218640799051
12990.0,-131.10154724824847,1.346297825177002,-100.81584072074374
12993.0,-61.49344389598487,1.4486691650731232,-43.94623795479415
12994.0,,0.38039393526625837,
12997.0,-229.06487760473414,1.2929981959181007,-183.4098638016739
12999.0,-783.4564012833645,3.898541180983157,-208.05339662443356
13000.0,-153.4201309438074,1.0214733052562681,-155.49535878443012
13001.0,9576.19709160256,8.980080183232177,1104.0149756409767
13002.0,,0.27342958935012507,
13003.0,,0.658680336893055,
13004.0,3269.788485081023,7.696107633238912,439.8561112794639
13005.0,-242.78222478804395,2.16059016544372,-116.3339823265587
13008.0,,0.2659512111012103,
13011.0,,0.2097352723773862,
13012.0,-1298.3725514492044,2.656591602511873,-505.9838243627034
13013.0,-2210.9866224253974,1.7703452599020246,-1292.9753506055329
13014.0,14815.806344741726,4.180137325612532,3669.4151227416337
13015.0,-6102.793025295365,3.7552301439617177,-1682.4965637578914
13018.0,5776.879930276957,10.778260711608132,554.8898231310848
13021.0,7485.453224710105,2.7024020820851216,2867.6770268424
13026.0,-158.16128750577366,1.695821015961623,-96.55667047103856
13027.0,-6786.205968439938,1.9111028829185475,-3676.2502944783214
13029.0,,0.22846045457646838,
13030.0,,0.21341785204064695,
13033.0,,0.22424557805549136,
13034.0,,0.21248513643998732,
13035.0,,0.405793021145514,
13037.0,-377.378102138754,1.9740322620705213,-197.9176624647321
13038.0,-175.5884716550334,1.526027756032874,-119.12301284518666
13043.0,,0.36607332219938593,
13044.0,,0.3223814573943028,
13046.0,,0.38644088826655604,
13047.0,4421.272457487319,3.301439568850569,1386.4558028342424
13048.0,-318.99053793653775,1.2237848529416655,-269.85770996365835
13049.0,,0.27342958935012507,
13050.0,3521.301660498256,7.389372243984811,493.3530184866981
13052.0,,0.6770245486086206,
13055.0,,0.667726475514972,
13059.0,,0.4468148272070116,
13060.0,,0.43097221536148145,
13062.0,,0.9568229586491082,
13064.0,,0.26025673362991225,
13065.0,,0.20883439962277253,
13068.0,,0.2719004559071759,
13069.0,2566.4836737643463,9.652490695760156,275.2714796975864
13070.0,,0.9383562589457151,
13072.0,,0.38644088826655604,
13077.0,-155.42770655126859,1.0124262251823064,-158.93778473909242
13078.0,4916.567714369982,8.983608727525162,566.5957331859647
13080.0,,,
13081.0,28884.59325564377,3.330046566682668,8980.035485211425
13082.0,5199.758574881827,3.885577804830316,1385.4462236294469
13085.0,,0.31405190958849327,
13089.0,25469.332545477737,29.319168940285056,899.3484926307227
13090.0,5315.507738186433,4.868654410556707,1130.3108840188702
13092.0,1905.4750288947455,2.6900518248428638,733.3388918558035
13093.0,9839.407492209026,4.847742152515575,2101.316825981523
13094.0,1109.9711786267435,5.744259603605641,200.05054839232358
13097.0,6562.524621397494,4.315566503008211,1574.3280574628122
13098.0,12268.592967649052,10.45519850194492,1214.8553724817275
13101.0,,0.5182568664208882,
13102.0,3745.1630718114175,9.82423294313071,394.6700621907493
13104.0,-70.10630603574226,1.0692473451006632,-67.87987077842143
13107.0,-255.413444978007,1.1857029427839916,-223.01288717464263
13108.0,,0.2097352723773862,
13110.0,-1632.1308688081215,2.3921975284300308,-706.3501545946615
13113.0,8649.511515196586,12.172081694605751,735.6797903133721
13115.0,,,
13117.0,925.3785829735078,4.0921678878445285,234.1143874701775
13118.0,-2490.6764015528856,2.7644272044283587,-932.7693152596235
13120.0,,0.49706317587830057,
13121.0,,0.37744087401588533,
13122.0,,0.4871033298050205,
13124.0,-769.5449731559103,1.0448145018919828,-762.5299686490135
13126.0,6196.443019511325,2.606662793363689,2461.0458824726365
13131.0,,,
13132.0,,0.40243418068756037,
13133.0,-47.04855212684368,1.395608601162014,-34.901551131911745
13134.0,-2336.4530934359677,4.093832605753218,-590.8661208116799
13135.0,,0.8711067568818042,
13136.0,,0.6770245486086206,
13137.0,-510.3496898458666,1.362342942381509,-387.8318859142984
13138.0,-111.72505996565296,0.9862217490273751,-117.28382569190488
13139.0,-855.4308902180652,1.9241886086821751,-460.2559300325093
13140.0,,0.21530806606252476,
13141.0,-3031.679050714052,2.3374603700307715,-1342.7682675589112
13144.0,,0.25347262212805505,
13145.0,,0.2097352723773862,
13148.0,10760.164396728713,2.629955969792379,4235.771579877868
13149.0,,0.32671415057860126,
13151.0,,0.31405190958849327,
13155.0,-111.27060767066234,1.0035379579960522,-114.79124310258878
13157.0,-254.27283968029468,1.448669128087584,-181.71587563417754
13158.0,,0.27342958935012507,
13161.0,,0.28134071049712167,
13162.0,-1723.027544425359,2.1083134617709858,-846.0950251829801
13165.0,,0.23062787302814453,
13166.0,,0.34044034540712786,
13168.0,-1125.201224440118,2.298023633883712,-506.9181116386665
13169.0,,0.4348266023813169,
13171.0,,0.3061419508845876,
13173.0,,0.2143587921597499,
13174.0,-388.4181475613129,0.9991521487717349,-402.46673368991884
13178.0,4619.696372436036,4.315566503008213,1108.2499549596275
13183.0,-2814.2617471284952,2.108313461770945,-1381.9470684099547
13184.0,2603.409102239235,5.130511195190936,525.344128155523
13185.0,,0.383393569838799,
13187.0,,0.24703320822442618,
13192.0,,0.7501447677074026,
13196.0,,0.3991304875248568,
13198.0,-4663.463962484707,1.8505190655915393,-2609.0185340011135
13199.0,3520.4757257332617,12.172081694605767,299.43226726277095
13203.0,,0.4775347816800999,
13208.0,-1882.6905383598682,2.420538847064704,-805.2467601830846
13209.0,-5595.341520371815,1.8505190655915997,-3130.366150173382
13211.0,,0.22018340516699555,
13213.0,-310.0447028705893,3.88719823924779,-82.57521813145244
13216.0,,0.383393569838799,
13220.0,-4058.9550624916005,4.264741123930197,-985.3344616711875
13221.0,-213.38448583272938,1.0448145082200715,-211.43931801599777
13223.0,-91.14680465747708,2.4900436959820165,-37.89628021373568
13225.0,18808.053863802732,2.6656868947713583,7304.606512283882
13226.0,,0.36607332219938593,
13227.0,,0.7994855024274276,
13229.0,,0.5732518366928857,
13230.0,1998.051933732485,6.621577224408276,312.39741175097515
13232.0,11857.612510425175,5.725122515656297,2144.2458212929623
13233.0,,0.24829478263986363,
13235.0,,0.6770245486086206,
13238.0,-138.53760442214545,1.0400613427005903,-137.90208167343212
13239.0,,0.40243418068756037,
13240.0,-886.7642572621206,1.8175936463248832,-505.0954856412959
13242.0,,0.667726475514972,
13243.0,,0.7740296224974631,
13246.0,4374.372042351309,4.049341893177172,1118.3902538314558
13248.0,,0.99602622948671,
13249.0,,0.40243418068756037,
13253.0,,0.24454813250897708,
13255.0,,0.20883439962277253,
13258.0,,0.7501447677074026,
13261.0,-91.55383569590624,1.578717012126265,-60.039125546009664
13262.0,,0.39588059455804625,
13263.0,4447.422253313189,14.87240149285098,309.59174128738994
13265.0,-5204.585216590473,3.0766426915716694,-1751.3428146669767
13266.0,5138.697604334189,8.190928256546504,649.504318102398
13267.0,2714.3805308444093,4.998017518674307,562.2572455727384
